Mapping parameters for Rhincodon typus (Whale shark)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 1215)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Rhincodon,typus,22.75,69.75,1206:229:4,9,26.7260494232178,26.5667266845703,34.966796875,36.3530578613281,11.9700003415346,0,206.107391357422,18
Rhincodon,typus,22.75,121.25,1212:121:3,737,27.1103801727295,2.99982190132141,33.7443542480469,34.5321197509766,12.3969996348023,0,90.4422912597656,19
Rhincodon,typus,22.75,-70.75,7207:120:4,5330,27.1683025360107,1.52882897853851,35.9542922973633,34.8538513183594,0.11300000187475201,0,256.524658203125,174
Rhincodon,typus,22.75,-84.75,7208:124:4,2243,27.8995227813721,3.84586310386658,35.9316596984863,34.9736022949219,0.32900000223889897,0,212.230285644531,103
Rhincodon,typus,22.75,-85.75,7208:225:4,1205,28.0245685577393,4.21701192855835,35.8771743774414,34.9513397216797,0.666000007186085,0,190.008666992188,168
Rhincodon,typus,22.75,-86.75,7208:226:4,383,27.5733318328857,12.6313495635986,36.0019989013672,35.6423454284668,2.1339999511838,0,155.11572265625,163
Rhincodon,typus,22.75,-87.75,7208:227:4,51,26.836763381958,24.4681816101074,36.2048454284668,36.3548164367676,2.18899990431964,0,211.894454956055,141
Rhincodon,typus,22.75,-88.75,7208:228:4,55,26.7778854370117,24.9672183990479,36.2702140808105,36.4059066772461,1.42099999357015,0,213.948989868164,149
Rhincodon,typus,22.75,-89.75,7208:229:4,90,26.8650360107422,23.3277072906494,36.3408432006836,36.4490013122559,0.897000019904226,0,216.101608276367,197
Rhincodon,typus,22.75,-90.75,7209:120:4,796,26.831636428833,7.11895322799683,36.3820571899414,34.9356689453125,0.543000001925975,0,147.476333618164,220
Rhincodon,typus,22.75,-91.75,7209:121:4,3440,26.8386726379395,3.92301297187805,36.4016952514648,34.9878578186035,0.407999992603436,0,155.626831054688,278
Rhincodon,typus,22.75,-92.75,7209:122:4,3662,26.85813331604,3.92290306091309,36.3520584106445,34.9669456481934,0.251999997999519,0,154.6455078125,356
Rhincodon,typus,22.75,-93.75,7209:123:4,3735,26.8668975830078,3.92258095741272,36.293083190918,34.9869003295898,0.13899999612476702,0,153.968444824219,419
Rhincodon,typus,22.75,-94.75,7209:124:4,3624,26.8603820800781,3.92170095443726,36.2724571228027,34.9727439880371,0.108000000182074,0,153.823059082031,326
Rhincodon,typus,22.75,-95.75,7209:225:4,2805,26.8177185058594,3.92456102371216,36.259521484375,34.9754981994629,0.108000000182074,0,171.374099731445,231
Rhincodon,typus,22.75,-96.75,7209:226:4,1841,26.763744354248,3.96650505065918,36.2351188659668,34.9647331237793,0.13299999409355198,0,187.371856689453,128
Rhincodon,typus,22.75,-97.75,7209:227:4,68,25.9205093383789,25.7605934143066,35.555534362793,36.485767364502,33.2080014050007,0,209.854675292969,17
Rhincodon,typus,22.75,-109.75,7210:229:4,1826,25.2452869415283,2.87327408790588,34.1347198486328,34.5954475402832,1.3610000023618298,0,55.0226287841797,24
Rhincodon,typus,22.75,-110.25,7211:120:3,1899,24.5679779052734,1.91263496875763,34.0399589538574,34.6359825134277,1.27300003077835,0,94.8328552246094,25
Rhincodon,typus,23.25,117.25,1211:237:1,38,23.6298065185547,23.8703517913818,32.5014610290527,33.9731979370117,52.4879992008209,0,217.837966918945,25
Rhincodon,typus,23.25,120.25,1212:130:1,30,26.1896705627441,16.1592388153076,33.6179008483887,34.4720802307129,15.4216196388006,0,162.103958129883,9
Rhincodon,typus,23.25,121.25,1212:131:1,147,26.7109260559082,5.74197053909302,33.8170280456543,34.5407791137695,13.193809427321,0,133.573883056641,5
Rhincodon,typus,23.25,122.25,1212:132:1,4801,27.0412902832031,1.19307005405426,34.2446212768555,34.6800079345703,4.98900003731251,0,158.238632202148,91
Rhincodon,typus,23.25,-82.25,7208:132:1,1119,27.6219234466553,12.5248003005981,35.9647178649902,35.3375358581543,0.585999980103225,0,156.524795532227,16
Rhincodon,typus,23.25,-82.75,7208:132:2,1312,27.6757984161377,3.88658690452576,35.9630432128906,34.9706420898438,0.600000028498471,0,210.102111816406,23
Rhincodon,typus,23.25,-106.25,7210:236:1,63,26.5369644165039,23.7082099914551,32.5613021850586,34.7362365722656,10.5610992759466,0,184.133560180664,8
Rhincodon,typus,23.25,-106.75,7210:236:2,431,26.5110988616943,14.2493667602539,33.3720664978027,34.7357788085938,4.17600013315678,0,15.3988933563232,25
Rhincodon,typus,23.25,-109.25,7210:239:1,1425,25.7908096313477,1.73119795322418,34.3766403198242,34.6580238342285,1.4870000304654198,0,101.495460510254,24
Rhincodon,typus,23.25,-113.75,7211:133:2,3728,22.2718734741211,1.29021096229553,34.0218505859375,34.6723670959473,0.612000003457069,0,128.458923339844,275
Rhincodon,typus,23.75,57.75,1205:237:4,52,28.1205825805664,21.608549118042,36.7581329345703,36.4028434753418,10.309940204024299,0,160.09619140625,11
Rhincodon,typus,23.75,58.25,1205:238:3,145,28.1428890228271,23.8306732177734,36.8241767883301,36.5341873168945,6.69799977913499,0,206.89958190918,16
Rhincodon,typus,23.75,58.75,1205:238:4,1254,28.0569801330566,7.70443105697632,36.7961158752441,35.3247108459473,6.60800002515316,0,4.8058819770813,23
Rhincodon,typus,23.75,64.75,1206:134:4,2519,27.3096694946289,1.97144603729248,36.6422882080078,34.7798957824707,3.3249999396503003,0,93.7317123413086,197
Rhincodon,typus,23.75,119.75,1211:239:4,42,25.2194423675537,24.4078578948975,33.5918617248535,34.3561592102051,19.5090007036924,0,207.894790649414,25
Rhincodon,typus,23.75,-80.75,7208:130:4,1159,27.5360279083252,4.18471908569336,35.9826927185059,34.9483070373535,0.491000013425946,0,190.822738647461,86
Rhincodon,typus,23.75,-81.75,7208:131:4,1506,27.5940475463867,3.95247507095337,35.9591331481934,34.9804840087891,0.48899999819695894,0,205.12629699707,97
Rhincodon,typus,23.75,-82.75,7208:132:4,1450,27.536693572998,3.96756196022034,35.9549713134766,34.9801368713379,0.500000023748726,0,201.88932800293,107
Rhincodon,typus,23.75,-83.75,7208:133:4,2139,27.5186748504639,3.90349793434143,35.9448051452637,34.9606475830078,0.608999980613589,0,204.520599365234,126
Rhincodon,typus,23.75,-86.75,7208:236:4,962,27.7785511016846,4.21324920654297,35.9265289306641,34.9325752258301,1.12699996680021,0,188.624649047852,271
Rhincodon,typus,23.75,-87.75,7208:237:4,182,27.2365493774414,18.8575172424316,36.1243324279785,36.2698249816895,0.790000020060688,0,159.35302734375,253
Rhincodon,typus,23.75,-88.75,7208:238:4,218,26.8650608062744,22.029260635376,36.2464599609375,36.422046661377,0.335999997332692,0,202.775924682617,257
Rhincodon,typus,23.75,-89.75,7208:239:4,2668,26.7573204040527,3.92982602119446,36.3069648742676,34.9595375061035,0.253000005614012,0,176.409164428711,292
Rhincodon,typus,23.75,-90.75,7209:130:4,3713,26.6890716552734,3.92174005508423,36.3499984741211,34.965145111084,0.211999999010004,0,157.044189453125,324
Rhincodon,typus,23.75,-92.75,7209:132:4,3756,26.7237186431885,3.92209506034851,36.3660202026367,34.9653167724609,0.19399999291636,0,154.425354003906,429
Rhincodon,typus,23.75,-93.75,7209:133:4,3747,26.7224617004395,3.5869140625,36.3315734863281,34.9878578186035,0.146999998833053,0,241.215484619141,433
Rhincodon,typus,23.75,-94.75,7209:134:4,3680,26.6994094848633,3.92078804969788,36.2813606262207,34.9739074707031,0.12599999899976,0,153.761108398438,331
Rhincodon,typus,23.75,-95.75,7209:235:4,2828,26.6746120452881,3.92158389091492,36.267219543457,34.9777984619141,0.132000001030974,0,168.705810546875,229
Rhincodon,typus,23.75,-96.75,7209:236:4,1422,26.6247711181641,3.99306702613831,36.2023811340332,34.9654502868652,0.163000004249625,0,191.143249511719,127
Rhincodon,typus,23.75,-109.75,7210:239:4,454,25.6622924804688,14.9834451675415,34.4661293029785,34.7429885864258,1.65400002151728,0,61.5698471069336,8
Rhincodon,typus,24.25,53.25,1205:143:1,5,27.998254776001,27.8774547576904,38.6539459228516,39.4679222106934,8.03199969232082,0,197.192260742188,18
Rhincodon,typus,24.25,118.25,1211:248:1,20,22.3593482971191,23.2284107208252,31.7448654174805,33.8506622314453,26.931999251246502,0,225.013427734375,24
Rhincodon,typus,24.25,120.25,1212:140:1,41,24.7277927398682,24.036958694458,33.6709480285645,34.1134262084961,25.0979997217655,0,210.488708496094,24
Rhincodon,typus,24.25,121.75,1212:141:2,1292,26.5359420776367,2.32975792884827,33.965259552002,34.5749282836914,15.6909991055727,0,104.268257141113,15
Rhincodon,typus,24.25,-84.25,7208:144:1,2870,27.3298625946045,3.90288591384888,35.9489936828613,34.9675025939941,0.757000001613051,0,201.900833129883,201
Rhincodon,typus,24.25,-97.25,7209:247:1,157,26.103588104248,21.2894763946533,35.8321418762207,36.424144744873,0.870999996550381,0,191.657501220703,76
Rhincodon,typus,24.25,-109.75,7210:249:2,617,25.6045799255371,2.88625502586365,34.5228805541992,34.5993118286133,1.7369999550283002,0,51.4538764953613,24
Rhincodon,typus,24.25,-110.25,7211:140:1,189,24.73703956604,11.7429637908936,34.3664741516113,34.5474281311035,1.69399997685105,0,85.8510437011719,13
Rhincodon,typus,24.25,-110.75,7211:140:2,78,23.7900371551514,19.1475715637207,34.2249870300293,34.5081901550293,1.6635574866086198,0,167.566345214844,5
Rhincodon,typus,24.25,-111.25,7211:141:1,157,22.3899345397949,22.6728572845459,34.0535736083984,34.3388366699219,1.60299998242408,0,217.122512817383,14
Rhincodon,typus,24.75,34.75,1203:144:4,5,26.4566516876221,25.2795467376709,38.3859596252441,39.9931411743164,3.1015523709356803,0,190.567230224609,0
Rhincodon,typus,24.75,35.25,1203:245:3,188,26.4555969238281,21.5771617889404,38.4895553588867,40.4784736633301,3.3549999352544497,0,53.0571174621582,21
Rhincodon,typus,24.75,35.75,1203:245:4,616,26.771556854248,21.5636386871338,38.3595428466797,40.4956703186035,2.94900010339916,0,49.3751411437988,90
Rhincodon,typus,24.75,58.75,1205:248:4,1633,27.9863605499268,4.47382593154907,36.7464141845703,34.925121307373,5.96799980849028,0,43.894847869873,106
Rhincodon,typus,24.75,66.75,1206:246:4,39,26.5387001037598,25.8614959716797,36.1155891418457,36.4490432739258,12.8269996494055,0,208.154739379883,22
Rhincodon,typus,24.75,67.25,1206:247:3,38,26.4275531768799,25.2650833129883,35.4197998046875,36.3632888793945,10.692629963159598,0,210.253692626953,11
Rhincodon,typus,24.75,121.75,1212:141:4,251,25.5842208862305,11.5410594940186,33.8024673461914,34.4810256958008,16.5951624512672,0,144.274871826172,8
Rhincodon,typus,24.75,-70.75,7207:140:4,5532,26.6910705566406,1.52156698703766,36.3505096435547,34.8555564880371,0.105999999505002,0,257.063201904297,388
Rhincodon,typus,24.75,-76.25,7207:246:3,895,26.8669013977051,26.5411930084229,36.4033432006836,36.5710601806641,0.155000001541339,0,204.430236816406,25
Rhincodon,typus,24.75,-77.75,7207:247:4,969,26.8388519287109,24.5120258331299,36.5358047485352,36.7604331970215,0.153000000864267,0,213.094711303711,15
Rhincodon,typus,24.75,-80.75,7208:140:4,98,27.1628761291504,23.0468101501465,36.0432472229004,36.4774017333984,0.585999980103225,0,198.740737915039,25
Rhincodon,typus,24.75,-81.25,7208:141:3,38,26.8691234588623,26.7933578491211,36.0667572021484,35.607982635498,0.915999989956617,0,204.921600341797,22
Rhincodon,typus,24.75,-81.75,7208:141:4,9,26.6292400360107,26.4599075317383,36.1313362121582,35.7926559448242,0.81200001295656,0,206.164138793945,24
Rhincodon,typus,24.75,-82.75,7208:142:4,30,26.5469856262207,25.9885921478271,36.1126022338867,36.1607971191406,0.480999995488673,0,210.141189575195,101
Rhincodon,typus,24.75,-83.25,7208:143:3,69,26.6334590911865,24.7743244171143,36.0691375732422,36.2605514526367,0.425000005634502,0,215.464447021484,152
Rhincodon,typus,24.75,-83.75,7208:143:4,482,26.7850914001465,24.2405242919922,36.0187530517578,36.3254356384277,0.507000018842518,0,212.270965576172,202
Rhincodon,typus,24.75,-84.75,7208:144:4,3390,27.2732849121094,3.90339803695679,35.9593887329102,34.9895553588867,0.723999983165413,0,200.080108642578,276
Rhincodon,typus,24.75,-85.75,7208:245:4,3362,27.5502338409424,3.90370988845825,35.9492416381836,34.9814529418945,0.705000013113022,0,199.636505126953,320
Rhincodon,typus,24.75,-86.75,7208:246:4,2851,27.6377372741699,3.90433311462402,35.9587898254395,34.9632377624512,0.771999999415129,0,198.520370483398,377
Rhincodon,typus,24.75,-87.75,7208:247:4,2012,27.4414215087891,3.97297596931458,35.999641418457,34.9620246887207,0.635000003967434,0,197.031951904297,364
Rhincodon,typus,24.75,-88.75,7208:248:4,3541,26.82008934021,3.91691708564758,36.1405982971191,34.9608306884766,0.379000004613772,0,166.67936706543,367
Rhincodon,typus,24.75,-89.75,7208:249:4,3556,26.5948295593262,3.91742992401123,36.2152824401855,34.9605369567871,0.246999989030883,0,165.409744262695,393
Rhincodon,typus,24.75,-90.75,7209:140:4,3666,26.5255374908447,3.91930294036865,36.2758865356445,34.9621658325195,0.211000005947426,0,156.910888671875,431
Rhincodon,typus,24.75,-91.75,7209:141:4,3641,26.54953956604,3.91831398010254,36.2916526794434,34.9632682800293,0.188000005437061,0,155.462799072266,465
Rhincodon,typus,24.75,-93.75,7209:143:4,3756,26.5157909393311,3.91858601570129,36.2629165649414,34.9892997741699,0.14299999747891,0,153.954025268555,392
Rhincodon,typus,24.75,-94.75,7209:144:4,3634,26.4843826293945,3.91881489753723,36.2471084594727,34.9727020263672,0.165999997989275,0,153.919448852539,296
Rhincodon,typus,24.75,-95.75,7209:245:4,2507,26.4728908538818,3.92639398574829,36.2467880249023,34.9809150695801,0.15999999595806,0,179.764358520508,205
Rhincodon,typus,24.75,-96.75,7209:246:4,359,26.3192596435547,11.7104749679565,36.0298461914063,35.3411293029785,0.380000012228265,0,136.829711914063,125
Rhincodon,typus,24.75,-97.75,7209:247:4,7,25.2223148345947,25.5939445495605,35.6164245605469,36.0735664367676,0.7259999983944,0,207.908340454102,12
Rhincodon,typus,24.75,-110.25,7211:140:3,580,25.1326637268066,9.87176704406738,34.5362281799316,34.6207008361816,1.7330000409856399,0,1.53270304203033,76
Rhincodon,typus,24.75,-110.75,7211:140:4,104,24.8310470581055,25.0398120880127,34.5645141601563,34.9403686523438,1.74400000832975,0,210.793594360352,10
Rhincodon,typus,24.75,-112.25,7211:142:3,123,21.4752044677734,19.3309726715088,34.0261459350586,33.9476356506348,3.87799995951355,0,220.85856628418,24
Rhincodon,typus,25.25,34.75,1203:354:2,151,26.1100883483887,25.9163665771484,38.6115531921387,40.0741119384766,3.19300009869039,0,201.857696533203,10
Rhincodon,typus,25.25,35.25,1203:455:1,605,26.3789119720459,21.5638999938965,38.5451850891113,40.5696678161621,3.25300008989871,0,49.9409446716309,75
Rhincodon,typus,25.25,51.75,1205:351:2,17,27.3776321411133,27.3224678039551,38.306770324707,39.8235130310059,7.09499977529049,0,199.801818847656,20
Rhincodon,typus,25.25,52.25,1205:352:1,17,27.5291996002197,27.3830280303955,38.4961471557617,39.8477020263672,6.74499990418553,0,199.724105834961,25
Rhincodon,typus,25.25,55.25,1205:455:1,23,28.2755661010742,26.1750602722168,38.5158348083496,38.2985229492188,6.9585335440933695,0,181.898391723633,16
Rhincodon,typus,25.25,56.25,1205:456:1,47,28.3857688903809,23.2970371246338,37.5109100341797,37.1912498474121,6.59248512238264,0,141.179016113281,7
Rhincodon,typus,25.25,66.25,1206:456:1,68,26.4168910980225,24.7008152008057,36.4103622436523,36.4577407836914,3.86500009335577,0,210.675308227539,24
Rhincodon,typus,25.25,119.75,1211:459:2,22,22.157018661499,23.2630043029785,31.1326122283936,33.832935333252,31.1730001121759,0,211.515869140625,25
Rhincodon,typus,25.25,121.75,1212:351:2,66,24.4173812866211,20.8514919281006,33.6161231994629,34.6514625549316,19.2290004342794,0,190.843566894531,15
Rhincodon,typus,25.25,125.25,1212:455:1,1418,26.0079669952393,4.8050651550293,34.442554473877,34.4414939880371,7.12900003418326,0,81.2651901245117,106
Rhincodon,typus,25.25,141.25,1214:351:1,1538,25.8230152130127,2.33534097671509,34.8029975891113,34.5229225158691,1.04000000283122,0,82.4658660888672,25
Rhincodon,typus,25.25,-74.25,7207:354:1,4905,26.7791786193848,1.75452601909637,36.3262405395508,34.8853454589844,0.11300000187475201,0,259.8671875,162
Rhincodon,typus,25.25,-80.25,7208:350:1,72,27.166805267334,26.7106456756592,36.0606727600098,36.2288436889648,0.696000002790242,0,205.985397338867,22
Rhincodon,typus,25.25,-82.75,7208:352:2,39,26.1780204772949,24.9389228820801,36.1248359680176,36.1929397583008,0.34400000004097797,0,215.990921020508,125
Rhincodon,typus,25.25,-110.75,7211:350:2,479,24.9317054748535,9.87390041351318,34.5886383056641,34.6254348754883,1.49499997496605,0,1.35749995708466,20
Rhincodon,typus,25.75,35.25,1203:455:3,769,26.3492107391357,21.5560703277588,38.5974044799805,40.6643524169922,2.95699993148446,0,49.0941390991211,90
Rhincodon,typus,25.75,56.25,1205:456:3,37,28.3127841949463,28.1699924468994,37.072811126709,37.2816047668457,5.47000020742416,0,198.510437011719,9
Rhincodon,typus,25.75,129.25,1212:459:3,6181,25.4517478942871,1.18044805526733,34.5961418151855,34.6838874816895,3.32099990919232,0,158.780899047852,199
Rhincodon,typus,25.75,-74.75,7207:354:4,4565,26.6264610290527,1.8673779964447,36.3759841918945,34.8960075378418,0.144000005093403,0,266.049621582031,200
Rhincodon,typus,25.75,-79.25,7207:459:3,337,27.1251640319824,27.1416530609131,36.4200973510742,36.0261077880859,1.7280000029131801,0,203.475631713867,25
Rhincodon,typus,25.75,-79.75,7207:459:4,586,27.4135684967041,7.28903484344482,36.0023460388184,35.0609130859375,0.923999992664903,0,163.827713012695,75
Rhincodon,typus,25.75,-84.75,7208:354:4,1888,26.8242092132568,4.30741596221924,36.0172843933105,34.9288749694824,0.590000010561198,0,183.232437133789,310
Rhincodon,typus,25.75,-85.75,7208:455:4,3210,27.2284812927246,3.90390610694885,35.9757347106934,34.968376159668,0.620000006165355,0,199.457717895508,392
Rhincodon,typus,25.75,-86.75,7208:456:4,3239,27.4060497283936,3.90443992614746,35.9526596069336,34.9604988098145,0.579999992623925,0,198.201797485352,469
Rhincodon,typus,25.75,-87.75,7208:457:4,3170,27.3572120666504,3.90592193603516,35.971248626709,34.9673881530762,0.517999986186624,0,193.352157592773,466
Rhincodon,typus,25.75,-88.75,7208:458:4,3181,26.8660564422607,3.90917301177979,36.053581237793,34.9651298522949,0.348000001395121,0,191.590042114258,442
Rhincodon,typus,25.75,-89.75,7208:459:4,3257,26.4599208831787,3.91034293174744,36.0935287475586,34.960205078125,0.30600000172853503,0,179.155944824219,431
Rhincodon,typus,25.75,-90.75,7209:350:4,3411,26.3529281616211,3.91412305831909,36.1429290771484,34.9615325927734,0.220999994780868,0,164.052139282227,420
Rhincodon,typus,25.75,-91.75,7209:351:4,2929,26.3075942993164,3.91379499435425,36.1963958740234,34.9656181335449,0.182999996468425,0,178.555877685547,431
Rhincodon,typus,25.75,-92.75,7209:352:4,3176,26.2694664001465,3.91603088378906,36.2127456665039,34.9712181091309,0.15799999528098901,0,167.222854614258,461
Rhincodon,typus,25.75,-93.75,7209:353:4,3325,26.2297801971436,3.91728806495667,36.1780319213867,34.9664421081543,0.15700000221840998,0,165.881622314453,376
Rhincodon,typus,25.75,-94.75,7209:354:4,3199,26.2051219940186,3.91771602630615,36.1720581054688,34.970588684082,0.245000002905726,0,165.156967163086,275
Rhincodon,typus,25.75,-95.75,7209:455:4,1071,26.1782188415527,4.76115322113037,36.1002006530762,34.9311714172363,0.368000008165836,0,177.278961181641,175
Rhincodon,typus,25.75,-96.75,7209:456:4,43,25.4196128845215,23.7178726196289,35.3799324035645,36.3549156188965,0.700999982655048,0,217.914215087891,75
Rhincodon,typus,25.75,-113.25,7211:353:3,429,20.559045791626,11.5062170028687,33.9184608459473,34.5555076599121,3.8219999987632,0,9.22134780883789,124
Rhincodon,typus,26.25,34.75,1203:364:2,744,25.8634223937988,21.5563507080078,38.6857681274414,40.684871673584,2.8629999142140203,0,48.93701171875,75
Rhincodon,typus,26.25,50.75,1205:360:2,3,26.8779449462891,26.6275081634521,37.7275466918945,39.7613067626953,6.80099986493587,0,203.037338256836,22
Rhincodon,typus,26.25,51.75,1205:361:2,28,27.310245513916,26.0221214294434,38.3646621704102,39.9408111572266,5.19199995324016,0,209.212875366211,97
Rhincodon,typus,26.25,52.25,1205:362:1,44,27.5998935699463,23.8798217773438,38.4639854431152,40.1714897155762,4.51700016856194,0,214.614593505859,125
Rhincodon,typus,26.25,56.25,1205:466:1,54,27.9723529815674,28.0229759216309,37.2216911315918,37.4829254150391,4.06999979168177,0,198.738906860352,19
Rhincodon,typus,26.25,127.75,1212:467:2,175,25.2422657012939,25.2498779296875,34.5260238647461,34.565242767334,5.59599976986647,0,211.52375793457,23
Rhincodon,typus,26.25,128.25,1212:468:1,1106,25.4104404449463,2.60359907150269,34.533618927002,34.5118560791016,5.1540001295507,0,83.4458465576172,100
Rhincodon,typus,26.25,-81.75,7208:361:2,7,25.7199363708496,25.6625385284424,36.1653442382813,35.5358428955078,1.97293423116207,0,209.613342285156,12
Rhincodon,typus,26.25,-82.75,7208:362:2,29,25.5523529052734,24.6834621429443,36.1116561889648,36.1407165527344,0.563999987207353,0,216.111968994141,124
Rhincodon,typus,26.25,-88.25,7208:468:1,2810,27.0286064147949,3.90825200080872,36.0028343200684,34.9666786193848,0.425000005634502,0,197.268661499023,398
Rhincodon,typus,26.25,-90.25,7209:360:1,3160,26.3189430236816,3.9098858833313,36.0493507385254,34.9645690917969,0.334999989718199,0,185.432342529297,367
Rhincodon,typus,26.25,-96.25,7209:466:1,373,25.7624588012695,7.31750106811523,35.8228645324707,34.9610023498535,0.505000003613532,0,150.953048706055,125
Rhincodon,typus,26.25,-96.75,7209:466:2,37,24.9625644683838,24.088716506958,35.0899505615234,36.3332481384277,0.72900002123788,0,216.811752319336,75
Rhincodon,typus,26.25,-97.25,7209:467:1,9,24.3610744476318,24.7466506958008,34.806468963623,35.0421409606934,1.2049999786540901,0,212.276657104492,15
Rhincodon,typus,26.75,34.25,1203:364:3,521,25.6588897705078,21.5566501617432,38.7611541748047,40.7146606445313,3.18900006823242,0,48.8058929443359,24
Rhincodon,typus,26.75,51.75,1205:361:4,48,27.4091701507568,22.9925403594971,38.505443572998,40.3860168457031,4.6680001541972205,0,214.548095703125,124
Rhincodon,typus,26.75,127.75,1212:467:4,197,24.9114875793457,24.2453899383545,34.4906311035156,34.600944519043,6.47599995136261,0,214.409057617188,23
Rhincodon,typus,26.75,-79.75,7207:469:4,394,27.28076171875,11.2473096847534,36.0077743530273,35.5881805419922,1.43399997614324,0,159.211013793945,74
Rhincodon,typus,26.75,-88.75,7208:468:4,2468,26.5494918823242,3.91306400299072,35.9679985046387,34.9675064086914,0.441000011051074,0,196.772521972656,332
Rhincodon,typus,26.75,-89.25,7208:469:3,2718,26.3746776580811,3.91016793251038,35.9582977294922,34.9679412841797,0.425000005634502,0,193.218688964844,328
Rhincodon,typus,26.75,-89.75,7208:469:4,2716,26.2721652984619,3.91095995903015,35.9817237854004,34.9680824279785,0.407000014092773,0,192.333694458008,323
Rhincodon,typus,26.75,-90.25,7209:360:3,2588,26.2399673461914,3.91459608078003,35.9977684020996,34.9673156738281,0.468999991426244,0,192.767211914063,312
Rhincodon,typus,26.75,-90.75,7209:360:4,2017,26.2036323547363,3.94387102127075,36.0461769104004,34.966983795166,0.450999999884516,0,192.840087890625,309
Rhincodon,typus,26.75,-91.75,7209:361:4,1879,26.0504951477051,3.93328499794006,36.130184173584,34.9660034179688,0.52300002425909,0,190.03515625,323
Rhincodon,typus,26.75,-93.75,7209:363:4,1421,25.9240894317627,4.04341602325439,36.1369323730469,34.9576530456543,0.400999997509643,0,193.330474853516,316
Rhincodon,typus,26.75,-94.75,7209:364:4,1543,25.9029026031494,4.04429292678833,36.1265678405762,34.9581146240234,0.403999991249293,0,192.744659423828,270
Rhincodon,typus,26.75,-95.25,7209:465:3,1534,25.9065704345703,3.98138403892517,36.1117515563965,34.9575424194336,0.491000013425946,0,191.148590087891,223
Rhincodon,typus,26.75,-96.25,7209:466:3,443,25.6574268341064,8.10196971893311,35.7837715148926,34.9538383483887,0.614000018686056,0,147.453918457031,124
Rhincodon,typus,26.75,-96.75,7209:466:4,59,25.0275783538818,23.1287155151367,34.9661407470703,36.3657455444336,0.813000020571053,0,218.763442993164,74
Rhincodon,typus,26.75,-111.75,7211:361:4,219,23.7526359558105,10.0643692016602,34.5640335083008,34.5682487487793,2.86994036287069,0,81.8473052978516,12
Rhincodon,typus,27.25,33.75,1203:373:2,40,25.4226894378662,25.2091674804688,38.8643760681152,40.3457641601563,3.89500008895993,0,203.292205810547,10
Rhincodon,typus,27.25,34.25,1203:374:1,837,25.7637805938721,21.5502128601074,38.7812271118164,40.6951789855957,3.2720000017434403,0,48.0313606262207,74
Rhincodon,typus,27.25,51.25,1205:371:1,64,27.1931896209717,22.9443054199219,38.5707626342773,36.4156646728516,4.69500012695789,0,209.777374267578,97
Rhincodon,typus,27.25,52.75,1205:372:2,75,27.9215145111084,27.2104721069336,38.2837905883789,39.4500350952148,4.59099980071187,0,201.968322753906,17
Rhincodon,typus,27.25,-82.75,7208:372:2,13,24.9112815856934,24.6939964294434,36.037914276123,35.9060287475586,2.68699997104704,0,214.496551513672,24
Rhincodon,typus,27.25,-87.75,7208:477:2,2741,26.5677680969238,3.90822005271912,35.8886909484863,34.970531463623,0.661000027321279,0,199.144485473633,316
Rhincodon,typus,27.25,-89.25,7208:479:1,2201,26.1916656494141,3.91862106323242,35.8445854187012,34.968074798584,0.521000009030104,0,195.786178588867,272
Rhincodon,typus,27.25,-89.75,7208:479:2,1990,26.1235961914063,3.92828702926636,35.8424301147461,34.9685020446777,0.532999983988702,0,194.751602172852,270
Rhincodon,typus,27.25,-90.25,7209:370:1,1609,26.0789184570313,3.99371790885925,35.8704986572266,34.9679107666016,0.609999988228083,0,195.674652099609,258
Rhincodon,typus,27.25,-90.75,7209:370:2,1462,26.0301685333252,4.03782320022583,35.9274978637695,34.9590148925781,0.6849999772384759,0,194.995132446289,253
Rhincodon,typus,27.25,-91.75,7209:371:2,1382,25.9134044647217,4.04310703277588,36.0515518188477,34.9560852050781,0.750000006519258,0,194.427841186523,270
Rhincodon,typus,27.25,-94.25,7209:374:1,1224,25.7633647918701,4.04517412185669,36.0841751098633,34.9580612182617,0.659000012092292,0,192.949172973633,242
Rhincodon,typus,27.25,-94.75,7209:374:2,1188,25.7626323699951,4.23596286773682,36.0870666503906,34.9395866394043,0.6619999767281121,0,188.816604614258,218
Rhincodon,typus,27.25,-96.75,7209:476:2,55,24.977710723877,23.0028686523438,34.6963768005371,36.351863861084,1.02600001264364,0,218.920944213867,89
Rhincodon,typus,27.25,-97.25,7209:477:1,14,24.2317733764648,24.4906616210938,34.1374931335449,35.8985328674316,2.72200000472367,0,216.259185791016,22
Rhincodon,typus,27.25,-111.25,7211:371:1,1834,24.5466556549072,2.43787002563477,34.6551322937012,34.6190071105957,1.5999999595806,0,66.6570892333984,89
